name,code,link,source,color_hex,color_r,color_g,color_b
Baby Blanket,KIDCC-21,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:yellow|colorchip:KIDCC-21|,clarkkensington,#f8ecc6,248,236,198
Makes Me Smile,KIDCC-31,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:yellow|colorchip:KIDCC-31|,clarkkensington,#fadf8b,250,223,139
Lucky Star,KIDCC-34,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:yellow|colorchip:KIDCC-34|,clarkkensington,#f7f3d6,247,243,214
Pleasant Dreams,KIDCC-40,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:yellow|colorchip:KIDCC-40|,clarkkensington,#eff0d7,239,240,215
New Arrival,KIDCC-44,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:yellow|colorchip:KIDCC-44|,clarkkensington,#fae5ac,250,229,172
Summer's Song,17B-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:yellow|colorchip:17B-3|,clarkkensington,#f5dbb3,245,219,179
Citron,21B-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:yellow|colorchip:21B-5|,clarkkensington,#e4c778,228,199,120
Cabanas,23A-1,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:23A-1|,clarkkensington,#e7e1ca,231,225,202
Happy Home,23A-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:23A-3|,clarkkensington,#d2caaf,210,202,175
Green Tea,23A-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:23A-4|,clarkkensington,#a3916c,163,145,108
Desert Mountains,23A-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:23A-5|,clarkkensington,#78694a,120,105,74
Carolina Cotton,23B-1,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:23B-1|,clarkkensington,#f2ead6,242,234,214
Mama's Pearls,23B-2,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:23B-2|,clarkkensington,#eee4c9,238,228,201
Floppy Hat,23B-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:23B-3|,clarkkensington,#ebdebe,235,222,190
Chopped Sage,23B-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:23B-5|,clarkkensington,#c9b176,201,177,118
Turtle Creek,23B-6,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:23B-6|,clarkkensington,#bba260,187,162,96
Olive Green,23B-7,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:23B-7|,clarkkensington,#9f864e,159,134,78
Dry Riesling,23C-1,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:23C-1|,clarkkensington,#f6edcc,246,237,204
Custard Center,23C-2,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:23C-2|,clarkkensington,#f4ebbe,244,235,190
Western City,23C-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:23C-3|,clarkkensington,#eddc8a,237,220,138
Daisy Fresh,23C-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:23C-4|,clarkkensington,#f1da75,241,218,117
Cymbidium Orchid,23C-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:23C-5|,clarkkensington,#e5ca51,229,202,81
Tomatillo,23C-6,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:23C-6|,clarkkensington,#c7ac19,199,172,25
Madagascar,23C-7,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:23C-7|,clarkkensington,#ba9e2b,186,158,43
Cloud Cake,23D-1,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:23D-1|,clarkkensington,#f5efd9,245,239,217
Sparkling Wine,23D-2,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:23D-2|,clarkkensington,#f5ecc4,245,236,196
Wide Awake,23D-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:23D-3|,clarkkensington,#eee191,238,225,145
One Spring Morning,23D-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:23D-4|,clarkkensington,#e1d467,225,212,103
Fresh Cut Dahlias,23D-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:23D-5|,clarkkensington,#e1ca2b,225,202,43
One in a Million,24A-2,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:24A-2|,clarkkensington,#d6d3ba,214,211,186
Feather Cactus,24A-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:24A-3|,clarkkensington,#c1bea4,193,190,164
Farmer's Market,24A-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:24A-4|,clarkkensington,#9b9477,155,148,119
Herb Garden,24A-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:24A-5|,clarkkensington,#877d60,135,125,96
Glowing Tealights,24B-1,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:24B-1|,clarkkensington,#eae6d3,234,230,211
Easy Does It,24B-2,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:24B-2|,clarkkensington,#dcd6c0,220,214,192
Pampas Grass,24B-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:24B-4|,clarkkensington,#c3b98d,195,185,141
Pepita,24B-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:24B-5|,clarkkensington,#b2a778,178,167,120
Whistling Dixie,24B-6,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:24B-6|,clarkkensington,#a4986e,164,152,110
Sun Cactus,24B-7,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:24B-7|,clarkkensington,#6d623a,109,98,58
On a Whim,24C-2,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:24C-2|,clarkkensington,#ece6b7,236,230,183
Snuggle Bunny,24C-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:24C-3|,clarkkensington,#e7dea6,231,222,166
Garden Patch,24C-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:24C-5|,clarkkensington,#d6c86f,214,200,111
Appletini,24C-6,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:24C-6|,clarkkensington,#c9b64c,201,182,76
Make Your Mark,24C-7,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:24C-7|,clarkkensington,#8c882d,140,136,45
Starting Today,24D-1,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:24D-1|,clarkkensington,#f4efcc,244,239,204
First Class,24D-2,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:24D-2|,clarkkensington,#ece193,236,225,147
Garden Harbor,24D-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:24D-3|,clarkkensington,#e5ce4c,229,206,76
Fruit Slice,24D-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:24D-4|,clarkkensington,#ccbc37,204,188,55
Green Gourmet,24D-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:24D-5|,clarkkensington,#bbb42f,187,180,47
Parachute,25A-1,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:25A-1|,clarkkensington,#e3e2d2,227,226,210
Whatchamacallit,25A-2,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:25A-2|,clarkkensington,#cec9b1,206,201,177
Spanish Olive,25A-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:25A-4|,clarkkensington,#958d6d,149,141,109
Garden Wall,25A-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:25A-5|,clarkkensington,#786f53,120,111,83
Kyoto Pearl,25B-1,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:25B-1|,clarkkensington,#eae8dc,234,232,220
Honeymoon Suite,25B-2,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:25B-2|,clarkkensington,#dddcc8,221,220,200
Beach Club,25B-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:25B-3|,clarkkensington,#d6d2b6,214,210,182
Perfect Balance,25B-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:25B-4|,clarkkensington,#cbc5a6,203,197,166
Wisdom of the Ages,25B-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:25B-5|,clarkkensington,#beb895,190,184,149
Swaying Palm Trees,25B-7,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:25B-7|,clarkkensington,#767049,118,112,73
Fluffy Towel,25C-1,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:25C-1|,clarkkensington,#efecd7,239,236,215
Gentle Touch,25C-2,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:25C-2|,clarkkensington,#ecedd1,236,237,209
Bay Shores,25C-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:25C-3|,clarkkensington,#eae8c1,234,232,193
Best Bet,25C-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:25C-4|,clarkkensington,#e1dda4,225,221,164
Amped Up,25C-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:25C-5|,clarkkensington,#d1c976,209,201,118
Coriander,25C-6,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:25C-6|,clarkkensington,#c4bb61,196,187,97
Love Birds,25D-1,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:25D-1|,clarkkensington,#efefcf,239,239,207
Helping Hand,25D-2,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:25D-2|,clarkkensington,#eceab0,236,234,176
Garden Fresh,25D-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:25D-4|,clarkkensington,#c7c229,199,194,41
Snow Cone,25D-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:25D-5|,clarkkensington,#a3b317,163,179,23
Hero Green,26A-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:26A-4|,clarkkensington,#88826b,136,130,107
Stuffed Olive,26A-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:26A-5|,clarkkensington,#666350,102,99,80
Vintage Bazaar,26B-1,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:26B-1|,clarkkensington,#e5e6d5,229,230,213
Perfect Paradise,26B-2,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:26B-2|,clarkkensington,#d4d5ba,212,213,186
Peak of the Mountain,26B-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:26B-3|,clarkkensington,#c9c8aa,201,200,170
Pelican Hill,26B-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:26B-4|,clarkkensington,#b6b894,182,184,148
Peaceful Landscape,26B-7,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:26B-7|,clarkkensington,#78754a,120,117,74
Greenland Ice,26C-1,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:26C-1|,clarkkensington,#ebecca,235,236,202
Mist-Covered Garden,26C-2,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:26C-2|,clarkkensington,#e7ebbe,231,235,190
Fables,26C-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:26C-3|,clarkkensington,#dbdb92,219,219,146
Everyday Life,26C-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:26C-4|,clarkkensington,#cfd189,207,209,137
Beginner's Luck,26C-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:26C-5|,clarkkensington,#b5b96d,181,185,109
Modern Twist,26D-1,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:26D-1|,clarkkensington,#e6eec8,230,238,200
Isla Mujeres,26D-2,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:26D-2|,clarkkensington,#dce9bc,220,233,188
Fresh Approach,26D-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:26D-3|,clarkkensington,#cddf9b,205,223,155
Wasabi Peas,26D-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:26D-4|,clarkkensington,#a6c55b,166,197,91
Sweet Basil,26D-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:26D-5|,clarkkensington,#85b03c,133,176,60
Morning Walk,27A-2,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:27A-2|,clarkkensington,#dcddcf,220,221,207
Provence,27A-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:27A-3|,clarkkensington,#b3b8a6,179,184,166
Porch Swing,27B-1,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:27B-1|,clarkkensington,#ebecd9,235,236,217
Take a Bow,27B-2,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:27B-2|,clarkkensington,#d3d8be,211,216,190
Believe Me,27B-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:27B-3|,clarkkensington,#c2ccb0,194,204,176
New Story,27B-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:27B-4|,clarkkensington,#b0bb9c,176,187,156
Peaceful Forest,27B-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:27B-5|,clarkkensington,#9fa781,159,167,129
Queen Agave,27B-7,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:27B-7|,clarkkensington,#686f4b,104,111,75
Alaskan Mist,27C-1,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:27C-1|,clarkkensington,#ebecd9,235,236,217
Misty Pond,27C-2,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:27C-2|,clarkkensington,#eaecd2,234,236,210
Knick Knack,27C-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:27C-3|,clarkkensington,#e1e6c2,225,230,194
Green Goodness,27C-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:27C-4|,clarkkensington,#d2d6aa,210,214,170
South Island,27C-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:27C-5|,clarkkensington,#bbc692,187,198,146
My Sanctuary,27C-6,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:27C-6|,clarkkensington,#9fab6a,159,171,106
Lime Zest,27C-7,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:27C-7|,clarkkensington,#76874b,118,135,75
A la Carte,27D-1,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:27D-1|,clarkkensington,#e9eed1,233,238,209
Jump for Joy,27D-2,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:27D-2|,clarkkensington,#e2ecc7,226,236,199
Garden Gnome,27D-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:27D-3|,clarkkensington,#d1e2ab,209,226,171
Ready Set Go,27D-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:27D-4|,clarkkensington,#aac661,170,198,97
Key Lime,27D-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:27D-5|,clarkkensington,#72a948,114,169,72
White Satin Ribbon,28A-1,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:28A-1|,clarkkensington,#e5e8e2,229,232,226
Drift,28A-2,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:28A-2|,clarkkensington,#ccd6ce,204,214,206
Garland Green,28A-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:28A-5|,clarkkensington,#575f56,87,95,86
Yours Truly,28B-1,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:28B-1|,clarkkensington,#e0e3d4,224,227,212
Innuendo,28B-2,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:28B-2|,clarkkensington,#c8d0bc,200,208,188
Natural Aspen,28B-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:28B-3|,clarkkensington,#b5c1ad,181,193,173
Quatrefoil,28B-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:28B-4|,clarkkensington,#a1af97,161,175,151
Mountain Greenery,28B-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:28B-5|,clarkkensington,#89957a,137,149,122
Juniper Tree,28B-7,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:28B-7|,clarkkensington,#58624b,88,98,75
White Plum,28C-1,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:28C-1|,clarkkensington,#ebf1e3,235,241,227
Glistening Pond,28C-2,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:28C-2|,clarkkensington,#ddedd7,221,237,215
South Beach,28C-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:28C-3|,clarkkensington,#ccdcba,204,220,186
Dune Buggy,28C-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:28C-4|,clarkkensington,#b7d2ac,183,210,172
Sheer Luck,28C-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:28C-5|,clarkkensington,#a9c69a,169,198,154
Le Jardin,28C-6,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:28C-6|,clarkkensington,#86a473,134,164,115
Pine Hills,28C-7,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:28C-7|,clarkkensington,#5e7847,94,120,71
In the Midst,28D-1,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:28D-1|,clarkkensington,#ddf0d8,221,240,216
Pleasant Bay,28D-2,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:28D-2|,clarkkensington,#d4ecce,212,236,206
Good Times,28D-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:28D-3|,clarkkensington,#b8dfb1,184,223,177
Green Tomatoes,28D-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:28D-4|,clarkkensington,#7ebd6d,126,189,109
Iceland Greens,28D-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:28D-5|,clarkkensington,#439a4f,67,154,79
Salty Seas,29A-1,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:29A-1|,clarkkensington,#e2efe8,226,239,232
Sweet Retreat,29A-2,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:29A-2|,clarkkensington,#bfd4cc,191,212,204
Pop Quiz,29A-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:29A-3|,clarkkensington,#a5beb3,165,190,179
Greek Key,29A-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:29A-4|,clarkkensington,#83a199,131,161,153
Lake Breeze,29B-1,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:29B-1|,clarkkensington,#e4eee5,228,238,229
Clouds Arising,29B-2,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:29B-2|,clarkkensington,#ddeae0,221,234,224
River Rapids,29B-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:29B-3|,clarkkensington,#c3d7c8,195,215,200
Open Atmosphere,29B-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:29B-4|,clarkkensington,#a4bfae,164,191,174
Four Vines,29B-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:green|colorchip:29B-5|,clarkkensington,#92af9d,146,175,157
