name,code,link,source,color_hex,color_r,color_g,color_b
Purple Essence,40C-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:40C-3|,clarkkensington,#d4d4e9,212,212,233
Paparazzi,40C-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:40C-4|,clarkkensington,#bab8da,186,184,218
First Dance,40C-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:40C-5|,clarkkensington,#aba9d1,171,169,209
Alluring Lavender,40C-6,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:40C-6|,clarkkensington,#8281af,130,129,175
Heirloom Jewels,40C-7,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:40C-7|,clarkkensington,#696492,105,100,146
Quiet End,40D-1,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:40D-1|,clarkkensington,#d0d1e3,208,209,227
Purple Illusion,40D-2,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:40D-2|,clarkkensington,#a7aad2,167,170,210
Paris Escape,40D-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:40D-3|,clarkkensington,#8e8dbb,142,141,187
Royal Wedding,40D-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:40D-4|,clarkkensington,#5b5b8e,91,91,142
Spring Crocus,40D-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:40D-5|,clarkkensington,#4c4672,76,70,114
Guided Hike,41A-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:41A-4|,clarkkensington,#716c7f,113,108,127
Rugged Coast,41A-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:41A-5|,clarkkensington,#43404b,67,64,75
Organic Cotton,41B-1,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:41B-1|,clarkkensington,#dfdde2,223,221,226
Maestro,41B-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:41B-3|,clarkkensington,#c2becb,194,190,203
Speed Dial,41B-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:41B-4|,clarkkensington,#9791a8,151,145,168
Huckleberry Hill,41B-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:41B-5|,clarkkensington,#7d748f,125,116,143
Moonlight Sonata,41B-6,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:41B-6|,clarkkensington,#6b627c,107,98,124
Time Flies,41C-1,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:41C-1|,clarkkensington,#dcdbe5,220,219,229
Happily Ever After,41C-2,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:41C-2|,clarkkensington,#d5d2e1,213,210,225
Shake it Up,41C-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:41C-3|,clarkkensington,#c1bcd5,193,188,213
Purple Lilac,41C-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:41C-4|,clarkkensington,#afaccc,175,172,204
Retro Glam,41C-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:41C-5|,clarkkensington,#9891b5,152,145,181
Violet,41C-6,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:41C-6|,clarkkensington,#827aa1,130,122,161
Eggplant,41C-7,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:41C-7|,clarkkensington,#524869,82,72,105
Stylish Tone,41D-1,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:41D-1|,clarkkensington,#d8d1e8,216,209,232
Precocious Purple,41D-2,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:41D-2|,clarkkensington,#bfb0d9,191,176,217
Everything's Groovy,41D-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:41D-3|,clarkkensington,#8574af,133,116,175
Fashionista,41D-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:41D-4|,clarkkensington,#64558d,100,85,141
Grape Popsicle,41D-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:41D-5|,clarkkensington,#494063,73,64,99
Ski Valley,42A-1,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:42A-1|,clarkkensington,#e2dfe1,226,223,225
Westminster,42A-2,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:42A-2|,clarkkensington,#cecdd5,206,205,213
Saint Germain,42A-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:42A-3|,clarkkensington,#afacb9,175,172,185
You Rock,42A-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:42A-5|,clarkkensington,#585462,88,84,98
Changing Places,42B-1,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:42B-1|,clarkkensington,#e3e0e6,227,224,230
Song Bird,42B-2,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:42B-2|,clarkkensington,#d9d7df,217,215,223
Afternoon Tea,42B-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:42B-3|,clarkkensington,#cec9d6,206,201,214
Photogenic,42B-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:42B-4|,clarkkensington,#b5aec1,181,174,193
Date Night,42B-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:42B-5|,clarkkensington,#a69db3,166,157,179
Rock 'n Roll,42B-6,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:42B-6|,clarkkensington,#7b7389,123,115,137
Sumptuous Purple,42B-7,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:42B-7|,clarkkensington,#5f4f65,95,79,101
Spin Around,42C-1,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:42C-1|,clarkkensington,#e3dbe3,227,219,227
Pretty Please,42C-2,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:42C-2|,clarkkensington,#d6cbd7,214,203,215
Let's Dance,42C-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:42C-3|,clarkkensington,#c8b9cf,200,185,207
Future Cool,42C-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:42C-4|,clarkkensington,#b29ebf,178,158,191
Fresh Fruit,42C-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:42C-5|,clarkkensington,#9881a6,152,129,166
Sugar Plum,42C-6,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:42C-6|,clarkkensington,#766586,118,101,134
Fruity Sangria,42C-7,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:42C-7|,clarkkensington,#5a4d69,90,77,105
Sleepover,42D-1,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:42D-1|,clarkkensington,#e1d8e5,225,216,229
Techno-Chic,42D-2,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:42D-2|,clarkkensington,#dccfe2,220,207,226
Dendrobium Bouquet,42D-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:42D-3|,clarkkensington,#c8b2da,200,178,218
Drama Queen,42D-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:42D-4|,clarkkensington,#835b95,131,91,149
Stiletto Heels,42D-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:42D-5|,clarkkensington,#584062,88,64,98
Balcony View,43A-1,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:43A-1|,clarkkensington,#e4e0e5,228,224,229
You're Invited,43A-2,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:43A-2|,clarkkensington,#b8acb8,184,172,184
Comfort Zone,43A-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:43A-3|,clarkkensington,#8f818e,143,129,142
Late Night,43A-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:43A-4|,clarkkensington,#786773,120,103,115
Hand in Hand,43B-1,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:43B-1|,clarkkensington,#ded3db,222,211,219
Dance Moves,43B-2,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:43B-2|,clarkkensington,#d1c7d5,209,199,213
Make Us Wonder,43B-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:43B-3|,clarkkensington,#bdb1c0,189,177,192
From the Source,43B-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:43B-4|,clarkkensington,#ada0b7,173,160,183
Ma Maison,43B-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:43B-5|,clarkkensington,#958498,149,132,152
Midtown Manhattan,43B-6,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:43B-6|,clarkkensington,#7f6f86,127,111,134
Jazz Club,43B-7,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:43B-7|,clarkkensington,#55485b,85,72,91
Delicate White,43C-1,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:43C-1|,clarkkensington,#eae4e9,234,228,233
Streets of Versailles,43C-2,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:43C-2|,clarkkensington,#e3dce5,227,220,229
Wedding Weekend,43C-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:43C-3|,clarkkensington,#d1c3d6,209,195,214
Hidden Heart,43C-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:43C-4|,clarkkensington,#bba8c1,187,168,193
Holiday Delight,43C-6,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:43C-6|,clarkkensington,#8c738e,140,115,142
Tangy Punch,43C-7,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:43C-7|,clarkkensington,#775c79,119,92,121
Arabesque,43D-1,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:43D-1|,clarkkensington,#e8dce9,232,220,233
Fruit Smoothie,43D-2,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:43D-2|,clarkkensington,#d1b4d3,209,180,211
Purple Prose,43D-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:43D-3|,clarkkensington,#a47ea5,164,126,165
Sour Grapes,43D-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:43D-4|,clarkkensington,#755077,117,80,119
Girls Night Out,43D-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:43D-5|,clarkkensington,#5e3f62,94,63,98
Breathless,44A-1,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:44A-1|,clarkkensington,#ddd1d3,221,209,211
Rustic Cottage,44A-2,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:44A-2|,clarkkensington,#bcaeb4,188,174,180
Secret Agent,44A-3,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:44A-3|,clarkkensington,#a7959d,167,149,157
Poetic Plume,44A-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:44A-4|,clarkkensington,#917e84,145,126,132
Roman Minerals,44A-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:44A-5|,clarkkensington,#58484b,88,72,75
All Grown Up,44B-1,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:44B-1|,clarkkensington,#dcced3,220,206,211
Soul Mate,44B-2,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:44B-2|,clarkkensington,#d2c1c7,210,193,199
Patchwork,44B-4,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:44B-4|,clarkkensington,#b09caa,176,156,170
On Your Side,44B-5,https://www.acehardware.com/thepaintstudio/colors#sortby:originalorder|brand:clarkkensington|palette:clarkkensington|colorfamily:purple|colorchip:44B-5|,clarkkensington,#977d8a,151,125,138
